FileID,audio_path,audio_length,window_start,window_length,Start,End,Start.1,End.1,Start.2,End.2,Start.3,End.3,Start.4,End.4
3dRxHozUkt0,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_3dRxHozUkt0.mp3,10.0,0,10.0,,,,,,,,,,
V-_2T9t_av8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_V-_2T9t_av8.mp3,10.0,0,10.0,,,,,,,,,,
FODcgcGPhac,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_FODcgcGPhac.mp3,10.0,0,10.0,,,,,,,,,,
5-fKV2cyZk8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_5-fKV2cyZk8.mp3,10.0,0,10.0,,,,,,,,,,
LAQ4n30pOAk,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_LAQ4n30pOAk.mp3,9.2,0,9.2,,,,,,,,,,
44e2QfK-b6Q,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_44e2QfK-b6Q.mp3,10.0,0,10.0,,,,,,,,,,
WPNc3FSfg7w,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_WPNc3FSfg7w.mp3,9.6,0,9.6,,,,,,,,,,
0-4orObAhv8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_0-4orObAhv8.mp3,10.0,0,10.0,,,,,,,,,,
UF66-7EyTkc,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_UF66-7EyTkc.mp3,9.6,0,9.6,,,,,,,,,,
XX2P28XNui4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_XX2P28XNui4.mp3,10.0,0,10.0,,,,,,,,,,
GhaO0dlU4QI,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_GhaO0dlU4QI.mp3,10.0,0,10.0,,,,,,,,,,
FOg8gSqzJRA,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_FOg8gSqzJRA.mp3,10.0,0,10.0,,,,,,,,,,
0pBHz22tcpo,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_0pBHz22tcpo.mp3,10.0,0,10.0,,,,,,,,,,
s5BFAdhrT78,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_s5BFAdhrT78.mp3,10.0,0,10.0,,,,,,,,,,
A7UbdVlX4G4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_A7UbdVlX4G4.mp3,5.5,0,5.5,,,,,,,,,,
QC4rwxrgBYo,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_QC4rwxrgBYo.mp3,10.0,0,10.0,,,,,,,,,,
1ivFcDgSh_0,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_1ivFcDgSh_0.mp3,10.0,0,10.0,,,,,,,,,,
_IC0WneGE9o,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt__IC0WneGE9o.mp3,10.0,0,10.0,,,,,,,,,,
1duH4hAxLGY,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_1duH4hAxLGY.mp3,10.0,0,10.0,,,,,,,,,,
0zLJVhIvJTE,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_0zLJVhIvJTE.mp3,10.0,0,10.0,,,,,,,,,,
BBgcNwts5cg,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_BBgcNwts5cg.mp3,10.0,0,10.0,,,,,,,,,,
4t-VK-K05JQ,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_4t-VK-K05JQ.mp3,10.0,0,10.0,,,,,,,,,,
5PuCBTGi0Zw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_5PuCBTGi0Zw.mp3,10.0,0,10.0,,,,,,,,,,
SD_OrTP8QCs,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_SD_OrTP8QCs.mp3,10.0,0,10.0,,,,,,,,,,
FyDr6XVuTjk,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_FyDr6XVuTjk.mp3,9.3,0,9.3,,,,,,,,,,
OUDhFlbeVlw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_OUDhFlbeVlw.mp3,10.0,0,10.0,,,,,,,,,,
QpDbXHhyQP0,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_QpDbXHhyQP0.mp3,10.0,0,10.0,,,,,,,,,,
UBTSlw9uW3I,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_UBTSlw9uW3I.mp3,9.3,0,9.3,,,,,,,,,,
5uTA_98sUWE,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_5uTA_98sUWE.mp3,10.0,0,10.0,,,,,,,,,,
k2wfll9Bdh8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_k2wfll9Bdh8.mp3,9.2,0,9.2,,,,,,,,,,
KE_mKKCy2sw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_KE_mKKCy2sw.mp3,9.1,0,9.1,,,,,,,,,,
cJjGHMJQAKQ,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_cJjGHMJQAKQ.mp3,10.0,0,10.0,,,,,,,,,,
If1yHka4LbY,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_If1yHka4LbY.mp3,10.0,0,10.0,,,,,,,,,,
6kw7NyMWNco,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_6kw7NyMWNco.mp3,10.0,0,10.0,,,,,,,,,,
xKkXBLgO1JQ,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_xKkXBLgO1JQ.mp3,10.0,0,10.0,,,,,,,,,,
-c1FXu1d1rs,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_-c1FXu1d1rs.mp3,10.0,0,10.0,,,,,,,,,,
9O8wYMjlWss,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_9O8wYMjlWss.mp3,10.0,0,10.0,,,,,,,,,,
T2JV4w9zHBQ,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_T2JV4w9zHBQ.mp3,10.0,0,10.0,,,,,,,,,,
etK8l9UGsLw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_etK8l9UGsLw.mp3,10.0,0,10.0,,,,,,,,,,
4tcdSnF7kF0,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_4tcdSnF7kF0.mp3,10.0,0,10.0,,,,,,,,,,
QD5mKTRT7K8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_QD5mKTRT7K8.mp3,10.0,0,10.0,,,,,,,,,,
GXjxpfwlD0U,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_GXjxpfwlD0U.mp3,9.4,0,9.4,,,,,,,,,,
7no4OS3G-Ps,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_7no4OS3G-Ps.mp3,10.0,0,10.0,,,,,,,,,,
BNiRc031JNY,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_BNiRc031JNY.mp3,10.0,0,10.0,,,,,,,,,,
SCw5wO0y04g,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_SCw5wO0y04g.mp3,10.0,0,10.0,,,,,,,,,,
If-fQtpCdFs,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_If-fQtpCdFs.mp3,10.0,0,10.0,,,,,,,,,,
yttDjDOq8DA,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_yttDjDOq8DA.mp3,10.0,0,10.0,,,,,,,,,,
fmK-22fX7DY,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_fmK-22fX7DY.mp3,9.4,0,9.4,,,,,,,,,,
oAnhtIXm1Mg,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_oAnhtIXm1Mg.mp3,10.0,0,10.0,,,,,,,,,,
bz_hPAioYeM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_bz_hPAioYeM.mp3,10.0,0,10.0,,,,,,,,,,
O8ZNUmvZRxM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_O8ZNUmvZRxM.mp3,10.0,0,10.0,,,,,,,,,,
s4GcGDSv4x4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_s4GcGDSv4x4.mp3,9.7,0,9.7,,,,,,,,,,
rK3mHstFuKw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_rK3mHstFuKw.mp3,10.0,0,10.0,,,,,,,,,,
iYmOIhqu_jU,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_iYmOIhqu_jU.mp3,10.0,0,10.0,,,,,,,,,,
XBaGCnzj-lY,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_XBaGCnzj-lY.mp3,10.0,0,10.0,,,,,,,,,,
DlYd2ztwuMo,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_DlYd2ztwuMo.mp3,10.0,0,10.0,,,,,,,,,,
za7kA9uHyuw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_za7kA9uHyuw.mp3,10.0,0,10.0,,,,,,,,,,
-fYQxiyL0js,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_-fYQxiyL0js.mp3,10.0,0,10.0,,,,,,,,,,
Qns94Xtkt9I,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_Qns94Xtkt9I.mp3,10.0,0,10.0,,,,,,,,,,
l08waSOase8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_l08waSOase8.mp3,10.0,0,10.0,,,,,,,,,,
mErgsPfkgY4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_mErgsPfkgY4.mp3,10.0,0,10.0,,,,,,,,,,
vWhuHpAqWgM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_vWhuHpAqWgM.mp3,10.0,0,10.0,,,,,,,,,,
KAmuXY3rBVM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_KAmuXY3rBVM.mp3,10.0,0,10.0,,,,,,,,,,
1P94bfwX_pA,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_1P94bfwX_pA.mp3,10.0,0,10.0,,,,,,,,,,
ZiKS5zznHLk,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_ZiKS5zznHLk.mp3,5.0,0,5.0,,,,,,,,,,
VZqBdgmJsP8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_VZqBdgmJsP8.mp3,10.0,0,10.0,,,,,,,,,,
YLwaN6USvoY,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_YLwaN6USvoY.mp3,10.0,0,10.0,,,,,,,,,,
xEBCGqVt3w8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_xEBCGqVt3w8.mp3,10.0,0,10.0,,,,,,,,,,
2zDdop9bMXE,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_2zDdop9bMXE.mp3,10.0,0,10.0,,,,,,,,,,
2P39NiPAhHg,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_2P39NiPAhHg.mp3,10.0,0,10.0,,,,,,,,,,
1_dNS2GmbjM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_1_dNS2GmbjM.mp3,10.0,0,10.0,,,,,,,,,,
PP-cvEwziI4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_PP-cvEwziI4.mp3,10.0,0,10.0,,,,,,,,,,
vCI47MUNjPg,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_vCI47MUNjPg.mp3,10.0,0,10.0,,,,,,,,,,
JEMIMeb9log,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_JEMIMeb9log.mp3,10.0,0,10.0,,,,,,,,,,
5CYnzt_1PC0,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_5CYnzt_1PC0.mp3,10.0,0,10.0,,,,,,,,,,
HX_m4fjZIj0,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_HX_m4fjZIj0.mp3,10.0,0,10.0,,,,,,,,,,
b690aPMvt3Y,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_b690aPMvt3Y.mp3,10.0,0,10.0,,,,,,,,,,
9Y9jYDnA06Y,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_9Y9jYDnA06Y.mp3,10.0,0,10.0,,,,,,,,,,
9HwsV0U3HDQ,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_9HwsV0U3HDQ.mp3,10.0,0,10.0,,,,,,,,,,
WnprWb3S_Ss,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_WnprWb3S_Ss.mp3,10.0,0,10.0,,,,,,,,,,
AiIvZ1C4Uu0,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_AiIvZ1C4Uu0.mp3,10.0,0,10.0,,,,,,,,,,
OWPbu6VUjpc,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_OWPbu6VUjpc.mp3,10.0,0,10.0,,,,,,,,,,
WJqCzlrFHjU,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_WJqCzlrFHjU.mp3,9.0,0,9.0,,,,,,,,,,
sm9QJ0fNlrU,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_sm9QJ0fNlrU.mp3,9.4,0,9.4,,,,,,,,,,
U_n1p3QuQUU,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_U_n1p3QuQUU.mp3,10.0,0,10.0,,,,,,,,,,
KeGpAr0yVHI,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_KeGpAr0yVHI.mp3,10.0,0,10.0,,,,,,,,,,
OyMQlpqv5RY,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_OyMQlpqv5RY.mp3,10.0,0,10.0,,,,,,,,,,
8z5pjj9bOK8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_8z5pjj9bOK8.mp3,10.0,0,10.0,,,,,,,,,,
U8d46ieSYKU,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_U8d46ieSYKU.mp3,10.0,0,10.0,,,,,,,,,,
75xIKsC8MRw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_75xIKsC8MRw.mp3,10.0,0,10.0,,,,,,,,,,
bfQsPUHs-qc,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_bfQsPUHs-qc.mp3,8.6,0,8.6,,,,,,,,,,
_XBM3_5s2wI,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt__XBM3_5s2wI.mp3,10.0,0,10.0,,,,,,,,,,
ockSE09WAlI,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_ockSE09WAlI.mp3,10.0,0,10.0,,,,,,,,,,
wr553W3x3Gw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_wr553W3x3Gw.mp3,10.0,0,10.0,,,,,,,,,,
tQdN8MvupiI,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_tQdN8MvupiI.mp3,10.0,0,10.0,,,,,,,,,,
5gUjpAaJsjA,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_5gUjpAaJsjA.mp3,10.0,0,10.0,,,,,,,,,,
5yNLZXGjSyw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_5yNLZXGjSyw.mp3,10.0,0,10.0,,,,,,,,,,
Kr-JeMWF7Ps,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_Kr-JeMWF7Ps.mp3,10.0,0,10.0,,,,,,,,,,
OBc0xPz11X8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_OBc0xPz11X8.mp3,10.0,0,10.0,,,,,,,,,,
eAktb8bz5NM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_eAktb8bz5NM.mp3,10.0,0,10.0,,,,,,,,,,
dbbw0wkcufc,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_dbbw0wkcufc.mp3,10.0,0,10.0,,,,,,,,,,
6ZHhvjtTYS4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_6ZHhvjtTYS4.mp3,10.0,0,10.0,,,,,,,,,,
Ove-HT4-UvM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_Ove-HT4-UvM.mp3,10.0,0,10.0,,,,,,,,,,
X64--OCTDfE,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_X64--OCTDfE.mp3,10.0,0,10.0,,,,,,,,,,
-l-wKo4uKEI,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_-l-wKo4uKEI.mp3,10.0,0,10.0,,,,,,,,,,
qkpFzlQObzU,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_qkpFzlQObzU.mp3,10.0,0,10.0,,,,,,,,,,
2ujQmtpW-4w,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_2ujQmtpW-4w.mp3,10.0,0,10.0,,,,,,,,,,
55UpT1gpxDI,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_55UpT1gpxDI.mp3,10.0,0,10.0,,,,,,,,,,
nCDErrX8vdo,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_nCDErrX8vdo.mp3,10.0,0,10.0,,,,,,,,,,
f4z_GzSJPiw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_f4z_GzSJPiw.mp3,10.0,0,10.0,,,,,,,,,,
OlenecM7Sjs,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_OlenecM7Sjs.mp3,10.0,0,10.0,,,,,,,,,,
ESVoHXtZjDQ,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_ESVoHXtZjDQ.mp3,10.0,0,10.0,,,,,,,,,,
8HMw6IT0_vs,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_8HMw6IT0_vs.mp3,10.0,0,10.0,,,,,,,,,,
vmM-qKD_PX8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_vmM-qKD_PX8.mp3,10.0,0,10.0,,,,,,,,,,
USjXvaS48K4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_USjXvaS48K4.mp3,10.0,0,10.0,,,,,,,,,,
kZB-M8URNKA,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_kZB-M8URNKA.mp3,10.0,0,10.0,,,,,,,,,,
gX-oYViIlwQ,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_gX-oYViIlwQ.mp3,10.0,0,10.0,,,,,,,,,,
JcKVASjdCRA,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_JcKVASjdCRA.mp3,10.0,0,10.0,,,,,,,,,,
AQyYzmsFZao,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_AQyYzmsFZao.mp3,10.0,0,10.0,,,,,,,,,,
uw9Ci8MQHfE,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_uw9Ci8MQHfE.mp3,10.0,0,10.0,,,,,,,,,,
Si5CwmbdHEE,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_Si5CwmbdHEE.mp3,10.0,0,10.0,,,,,,,,,,
Vog7pMPhSQ8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_Vog7pMPhSQ8.mp3,10.0,0,10.0,,,,,,,,,,
TgHY5omvQfM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_TgHY5omvQfM.mp3,10.0,0,10.0,,,,,,,,,,
f6inPlo0GXg,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_f6inPlo0GXg.mp3,10.0,0,10.0,,,,,,,,,,
ZQ2qwTf-EF4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_ZQ2qwTf-EF4.mp3,10.0,0,10.0,,,,,,,,,,
n9anPsn-GV0,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_n9anPsn-GV0.mp3,10.0,0,10.0,,,,,,,,,,
-oVD1YAC64E,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_-oVD1YAC64E.mp3,10.0,0,10.0,,,,,,,,,,
XXb2-TuzhiI,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_XXb2-TuzhiI.mp3,10.0,0,10.0,,,,,,,,,,
0vGeSPPV0t4,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_0vGeSPPV0t4.mp3,10.0,0,10.0,,,,,,,,,,
PgdTkEosng8,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_PgdTkEosng8.mp3,10.0,0,10.0,,,,,,,,,,
Dv1fL4olgSM,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_Dv1fL4olgSM.mp3,10.0,0,10.0,,,,,,,,,,
46lVxNflfDw,/mnt/data0/jrgillick/projects/laughter-detection/data/audioset/unbalanced_train_laughter_audio/yt_46lVxNflfDw.mp3,10.0,0,10.0,,,,,,,,,,
