FileID,tp_time,tn_time,fp_time,fn_time,predicted_laughter,predicted_non_laughter,true_laughter,true_non_laughter
QAJ5Nva-fyk,0.1620000000000008,8.718,0.11999999999999922,0.0,"[{'start': 9.218, 'end': 9.5}]","[{'start': 0.5, 'end': 9.218}]","[{'start': 9.338, 'end': 9.5}]","[{'start': 0.5, 'end': 9.338}]"
ZqkUY7Vetsg,5.8549999999999995,2.8199999999999994,0.24700000000000077,0.07799999999999996,"[{'start': 0.74, 'end': 6.8420000000000005}]","[{'start': 0.5, 'end': 0.74}, {'start': 6.8420000000000005, 'end': 9.5}]","[{'start': 0.662, 'end': 6.595}]","[{'start': 0.5, 'end': 0.662}, {'start': 6.595, 'end': 9.5}]"
FvmWB20IUaM,0.0,9.0,0.0,0.0,[],"[{'start': 0.5, 'end': 9.5}]",[],"[{'start': 0.5, 'end': 9.5}]"
t6lgshRc0Go,3.276,5.583000000000001,0.026999999999999247,0.11399999999999988,"[{'start': 0.898, 'end': 3.089}, {'start': 5.766, 'end': 6.877999999999999}]","[{'start': 0.5, 'end': 0.898}, {'start': 3.089, 'end': 5.766}, {'start': 6.877999999999999, 'end': 9.5}]","[{'start': 0.862, 'end': 3.127}, {'start': 5.792999999999999, 'end': 6.917999999999999}]","[{'start': 0.5, 'end': 0.862}, {'start': 3.127, 'end': 5.792999999999999}, {'start': 6.917999999999999, 'end': 9.5}]"
cLFSpQXS9Mw,6.265,2.7350000000000008,0.0,0.0,"[{'start': 0.6, 'end': 6.21}, {'start': 8.845, 'end': 9.5}]","[{'start': 0.5, 'end': 0.6}, {'start': 6.21, 'end': 8.845}]","[{'start': 0.6, 'end': 6.21}, {'start': 8.845, 'end': 9.5}]","[{'start': 0.5, 'end': 0.6}, {'start': 6.21, 'end': 8.845}]"
j4PyRSS5KhQ,5.999999999999999,2.6719999999999997,0.21800000000000086,0.11000000000000032,"[{'start': 0.5, 'end': 5.56}, {'start': 6.718, 'end': 7.876}]","[{'start': 5.56, 'end': 6.718}, {'start': 7.876, 'end': 9.5}]","[{'start': 0.5, 'end': 5.67}, {'start': 6.718, 'end': 7.6579999999999995}]","[{'start': 5.67, 'end': 6.718}, {'start': 7.6579999999999995, 'end': 9.5}]"
guD3o7aspko,6.0249999999999995,2.9750000000000005,0.0,0.0,"[{'start': 2.511, 'end': 8.536}]","[{'start': 0.5, 'end': 2.511}, {'start': 8.536, 'end': 9.5}]","[{'start': 2.511, 'end': 8.536}]","[{'start': 0.5, 'end': 2.511}, {'start': 8.536, 'end': 9.5}]"
dcPIGsnBYKg,2.6589999999999994,6.341000000000001,0.0,0.0,"[{'start': 3.991, 'end': 5.825}, {'start': 8.675, 'end': 9.5}]","[{'start': 0.5, 'end': 3.991}, {'start': 5.825, 'end': 8.675}]","[{'start': 3.991, 'end': 5.825}, {'start': 8.675, 'end': 9.5}]","[{'start': 0.5, 'end': 3.991}, {'start': 5.825, 'end': 8.675}]"
m78FLtzht9Y,2.667,6.333,0.0,0.0,"[{'start': 1.463, 'end': 2.835}, {'start': 5.254, 'end': 6.5489999999999995}]","[{'start': 0.5, 'end': 1.463}, {'start': 2.835, 'end': 5.254}, {'start': 6.5489999999999995, 'end': 9.5}]","[{'start': 1.463, 'end': 2.835}, {'start': 5.254, 'end': 6.5489999999999995}]","[{'start': 0.5, 'end': 1.463}, {'start': 2.835, 'end': 5.254}, {'start': 6.5489999999999995, 'end': 9.5}]"
JspiHIcMpPs,0.0,8.291,0.0,0.7089999999999996,[],"[{'start': 0.5, 'end': 9.5}]","[{'start': 1.8330000000000002, 'end': 2.542}]","[{'start': 0.5, 'end': 1.8330000000000002}, {'start': 2.542, 'end': 9.5}]"
E4qT_AvQiVQ,1.341000000000001,7.234999999999999,0.4239999999999995,0.0,"[{'start': 7.234, 'end': 8.999}]","[{'start': 0.5, 'end': 7.234}, {'start': 8.999, 'end': 9.5}]","[{'start': 7.6579999999999995, 'end': 8.999}]","[{'start': 0.5, 'end': 7.6579999999999995}, {'start': 8.999, 'end': 9.5}]"
OVYm1vm5sIQ,1.6950000000000003,4.038,3.267,0.0,"[{'start': 3.682, 'end': 8.644}]","[{'start': 0.5, 'end': 3.682}, {'start': 8.644, 'end': 9.5}]","[{'start': 6.375, 'end': 8.07}]","[{'start': 0.5, 'end': 6.375}, {'start': 8.07, 'end': 9.5}]"
jeVVP_r1uW8,8.06,0.75,0.1899999999999995,0.0,"[{'start': 0.5, 'end': 5.675}, {'start': 6.425, 'end': 9.5}]","[{'start': 5.675, 'end': 6.425}]","[{'start': 0.5, 'end': 5.485}, {'start': 6.425, 'end': 9.5}]","[{'start': 5.485, 'end': 6.425}]"
ETOorNNFxFw,5.732,1.8659999999999997,0.0,0.5019999999999998,"[{'start': 0.5, 'end': 6.232}]","[{'start': 6.232, 'end': 8.6}]","[{'start': 0.5, 'end': 6.734}]","[{'start': 6.734, 'end': 8.6}]"
WQwiDeicdKk,3.0889999999999995,3.5259999999999994,2.353,0.03200000000000092,"[{'start': 0.5, 'end': 2.853}, {'start': 6.4110000000000005, 'end': 9.5}]","[{'start': 2.853, 'end': 6.4110000000000005}]","[{'start': 6.379, 'end': 9.5}]","[{'start': 0.5, 'end': 6.379}]"
Gi9FEkxB5RM,6.526,2.199,0.27500000000000036,0.0,"[{'start': 0.5, 'end': 7.301}]","[{'start': 7.301, 'end': 9.5}]","[{'start': 0.5, 'end': 7.026}]","[{'start': 7.026, 'end': 9.5}]"
bAETe5ioJ30,0.5170000000000012,8.472000000000001,0.010999999999997456,0.0,"[{'start': 8.972000000000001, 'end': 9.5}]","[{'start': 0.5, 'end': 8.972000000000001}]","[{'start': 8.982999999999999, 'end': 9.5}]","[{'start': 0.5, 'end': 8.982999999999999}]"
fduaEf7W9ic,6.273999999999999,2.2539999999999996,0.1720000000000006,0.0,"[{'start': 2.7539999999999996, 'end': 9.2}]","[{'start': 0.5, 'end': 2.7539999999999996}]","[{'start': 2.926, 'end': 9.2}]","[{'start': 0.5, 'end': 2.926}]"
TbVY4mkp-9o,6.718,0.26199999999999957,0.0,0.21999999999999975,"[{'start': 0.5, 'end': 7.218}]","[{'start': 7.218, 'end': 7.699999999999999}]","[{'start': 0.5, 'end': 7.438}]","[{'start': 7.438, 'end': 7.699999999999999}]"
0vw9f02o1UU,2.6959999999999997,6.302,0.002000000000000224,0.0,"[{'start': 0.955, 'end': 3.653}]","[{'start': 0.5, 'end': 0.955}, {'start': 3.653, 'end': 9.5}]","[{'start': 0.955, 'end': 3.651}]","[{'start': 0.5, 'end': 0.955}, {'start': 3.651, 'end': 9.5}]"
2Hp1AvKRiOA,6.830000000000001,1.505,0.6649999999999995,0.0,"[{'start': 0.5, 'end': 6.928}, {'start': 8.433, 'end': 9.5}]","[{'start': 6.928, 'end': 8.433}]","[{'start': 0.68, 'end': 6.778}, {'start': 8.767999999999999, 'end': 9.5}]","[{'start': 0.5, 'end': 0.68}, {'start': 6.778, 'end': 8.767999999999999}]"
Dm6_T2Atzuk,0.0,0.0,9.0,0.0,"[{'start': 0.5, 'end': 9.5}]",[],[],"[{'start': 0.5, 'end': 9.5}]"
xp4I_mj9ozY,4.7,4.03,0.2699999999999996,0.0,"[{'start': 4.53, 'end': 9.5}]","[{'start': 0.5, 'end': 4.53}]","[{'start': 4.53, 'end': 9.23}]","[{'start': 0.5, 'end': 4.53}, {'start': 9.23, 'end': 9.5}]"
Sxi1v2Edin0,3.220000000000001,5.611000000000001,0.1529999999999987,0.016000000000000014,"[{'start': 2.435, 'end': 5.023}, {'start': 6.904, 'end': 7.689}]","[{'start': 0.5, 'end': 2.435}, {'start': 5.023, 'end': 6.904}, {'start': 7.689, 'end': 9.5}]","[{'start': 2.419, 'end': 4.977}, {'start': 6.919, 'end': 7.597}]","[{'start': 0.5, 'end': 2.419}, {'start': 4.977, 'end': 6.919}, {'start': 7.597, 'end': 9.5}]"
DXSHDq3P0Hc,0.0,9.0,0.0,0.0,[],"[{'start': 0.5, 'end': 9.5}]",[],"[{'start': 0.5, 'end': 9.5}]"
1JZe-d8yQmI,2.088000000000001,6.448,0.4169999999999989,0.04699999999999971,"[{'start': 4.623, 'end': 5.7170000000000005}, {'start': 8.089, 'end': 9.5}]","[{'start': 0.5, 'end': 4.623}, {'start': 5.7170000000000005, 'end': 8.089}]","[{'start': 4.5760000000000005, 'end': 5.485}, {'start': 8.274, 'end': 9.5}]","[{'start': 0.5, 'end': 4.5760000000000005}, {'start': 5.485, 'end': 8.274}]"
5PHiDtGhd6s,6.157,2.813,0.029999999999999805,0.0,"[{'start': 3.313, 'end': 9.5}]","[{'start': 0.5, 'end': 3.313}]","[{'start': 3.343, 'end': 9.5}]","[{'start': 0.5, 'end': 3.343}]"
2Sb7U9QFkPI,0.6709999999999994,8.242999999999999,0.0,0.08600000000000119,"[{'start': 7.343, 'end': 8.014}]","[{'start': 0.5, 'end': 7.343}, {'start': 8.014, 'end': 9.5}]","[{'start': 7.319, 'end': 8.076}]","[{'start': 0.5, 'end': 7.319}, {'start': 8.076, 'end': 9.5}]"
nGH6n0MyYps,0.4769999999999994,8.523,0.0,0.0,"[{'start': 5.7170000000000005, 'end': 6.194}]","[{'start': 0.5, 'end': 5.7170000000000005}, {'start': 6.194, 'end': 9.5}]","[{'start': 5.7170000000000005, 'end': 6.194}]","[{'start': 0.5, 'end': 5.7170000000000005}, {'start': 6.194, 'end': 9.5}]"
Ja5ewU_57eY,2.695,6.295999999999999,0.0,0.009000000000000341,"[{'start': 0.5, 'end': 3.195}]","[{'start': 3.195, 'end': 9.5}]","[{'start': 0.5, 'end': 3.204}]","[{'start': 3.204, 'end': 9.5}]"
LSLH3IA1fNM,5.3740000000000006,3.245,0.3809999999999998,0.0,"[{'start': 2.2230000000000003, 'end': 3.278}, {'start': 4.6339999999999995, 'end': 9.334}]","[{'start': 0.5, 'end': 2.2230000000000003}, {'start': 3.278, 'end': 4.6339999999999995}, {'start': 9.334, 'end': 9.5}]","[{'start': 2.252, 'end': 3.204}, {'start': 4.684, 'end': 9.106}]","[{'start': 0.5, 'end': 2.252}, {'start': 3.204, 'end': 4.684}, {'start': 9.106, 'end': 9.5}]"
ZoFZ1SEqVY0,1.1829999999999998,0.6049999999999999,0.01200000000000001,0.0,"[{'start': 0.5, 'end': 0.8690000000000001}, {'start': 1.107, 'end': 1.858}, {'start': 2.225, 'end': 2.3}]","[{'start': 0.8690000000000001, 'end': 1.107}, {'start': 1.858, 'end': 2.225}]","[{'start': 0.5, 'end': 0.8690000000000001}, {'start': 1.107, 'end': 1.858}, {'start': 2.237, 'end': 2.3}]","[{'start': 0.8690000000000001, 'end': 1.107}, {'start': 1.858, 'end': 2.237}]"
Lu9fYcc6O14,2.9859999999999998,5.046,0.4680000000000002,0.0,"[{'start': 1.244, 'end': 3.015}, {'start': 5.532, 'end': 7.215}]","[{'start': 0.5, 'end': 1.244}, {'start': 3.015, 'end': 5.532}, {'start': 7.215, 'end': 9.0}]","[{'start': 1.287, 'end': 2.912}, {'start': 5.5760000000000005, 'end': 6.937}]","[{'start': 0.5, 'end': 1.287}, {'start': 2.912, 'end': 5.5760000000000005}, {'start': 6.937, 'end': 9.0}]"
oqFAPH3FrIA,1.04,7.481,0.4790000000000001,0.0,"[{'start': 0.5, 'end': 2.019}]","[{'start': 2.019, 'end': 9.5}]","[{'start': 0.5, 'end': 1.54}]","[{'start': 1.54, 'end': 9.5}]"
_8Q5sRCe8Gc,5.766,3.213,0.0,0.020999999999999908,"[{'start': 3.734, 'end': 9.5}]","[{'start': 0.5, 'end': 3.734}]","[{'start': 3.713, 'end': 9.5}]","[{'start': 0.5, 'end': 3.713}]"
XfYs2pF5W9M,8.606,0.2679999999999989,0.12600000000000122,0.0,"[{'start': 0.5, 'end': 9.232000000000001}]","[{'start': 9.232000000000001, 'end': 9.5}]","[{'start': 0.5, 'end': 9.106}]","[{'start': 9.106, 'end': 9.5}]"
NKccnideb8E,2.171000000000001,6.072000000000001,0.47699999999999854,0.2799999999999998,"[{'start': 1.53, 'end': 3.2319999999999998}, {'start': 4.3260000000000005, 'end': 5.272}]","[{'start': 0.5, 'end': 1.53}, {'start': 3.2319999999999998, 'end': 4.3260000000000005}, {'start': 5.272, 'end': 9.5}]","[{'start': 1.34, 'end': 3.0660000000000003}, {'start': 4.637, 'end': 5.362}]","[{'start': 0.5, 'end': 1.34}, {'start': 3.0660000000000003, 'end': 4.637}, {'start': 5.362, 'end': 9.5}]"
aWFPdroghvY,6.09,1.8999999999999995,0.11000000000000032,0.0,"[{'start': 0.5, 'end': 6.7}]","[{'start': 6.7, 'end': 8.6}]","[{'start': 0.5, 'end': 6.59}]","[{'start': 6.59, 'end': 8.6}]"
gTni0wOlklQ,0.0,9.0,0.0,0.0,[],"[{'start': 0.5, 'end': 9.5}]",[],"[{'start': 0.5, 'end': 9.5}]"
U2RdTbD6qf8,1.3330000000000002,2.5120000000000005,5.154999999999999,0.0,"[{'start': 0.5, 'end': 6.9879999999999995}]","[{'start': 6.9879999999999995, 'end': 9.5}]","[{'start': 0.5, 'end': 0.77}, {'start': 2.727, 'end': 3.79}]","[{'start': 0.77, 'end': 2.727}, {'start': 3.79, 'end': 9.5}]"
9GdSA3KnYOU,4.2,3.859,0.8940000000000001,0.04699999999999971,"[{'start': 2.758, 'end': 5.886}, {'start': 7.534, 'end': 9.5}]","[{'start': 0.5, 'end': 2.758}, {'start': 5.886, 'end': 7.534}]","[{'start': 2.7110000000000003, 'end': 4.992}, {'start': 7.534, 'end': 9.5}]","[{'start': 0.5, 'end': 2.7110000000000003}, {'start': 4.992, 'end': 7.534}]"
ZMdci4B8qsA,1.7910000000000004,7.188000000000001,0.008999999999999897,0.011999999999999567,"[{'start': 1.423, 'end': 3.2230000000000003}]","[{'start': 0.5, 'end': 1.423}, {'start': 3.2230000000000003, 'end': 9.5}]","[{'start': 1.432, 'end': 3.235}]","[{'start': 0.5, 'end': 1.432}, {'start': 3.235, 'end': 9.5}]"
_nHfZ3eN-gI,0.5709999999999997,7.428000000000001,1.0009999999999994,0.0,"[{'start': 1.6030000000000002, 'end': 2.219}, {'start': 7.827999999999999, 'end': 8.783999999999999}]","[{'start': 0.5, 'end': 1.6030000000000002}, {'start': 2.219, 'end': 7.827999999999999}, {'start': 8.783999999999999, 'end': 9.5}]","[{'start': 1.6480000000000001, 'end': 2.219}]","[{'start': 0.5, 'end': 1.6480000000000001}, {'start': 2.219, 'end': 9.5}]"
zeYOrryTz-0,3.6330000000000005,4.799999999999999,0.016000000000000014,0.551000000000001,"[{'start': 0.98, 'end': 3.46}, {'start': 6.1979999999999995, 'end': 7.212000000000001}, {'start': 9.345, 'end': 9.5}]","[{'start': 0.5, 'end': 0.98}, {'start': 3.46, 'end': 6.1979999999999995}, {'start': 7.212000000000001, 'end': 9.345}]","[{'start': 0.77, 'end': 3.76}, {'start': 6.164, 'end': 7.196000000000001}, {'start': 9.338, 'end': 9.5}]","[{'start': 0.5, 'end': 0.77}, {'start': 3.76, 'end': 6.164}, {'start': 7.196000000000001, 'end': 9.338}]"
YN6P6q9uLao,0.5780000000000001,8.422,0.0,0.0,"[{'start': 0.5, 'end': 1.078}]","[{'start': 1.078, 'end': 9.5}]","[{'start': 0.5, 'end': 1.078}]","[{'start': 1.078, 'end': 9.5}]"
Q816N0WJ214,6.718999999999999,2.2809999999999997,2.220446049250313e-16,0.0,"[{'start': 0.5, 'end': 1.417}, {'start': 3.698, 'end': 9.5}]","[{'start': 1.417, 'end': 3.698}]","[{'start': 0.5, 'end': 1.4169999999999998}, {'start': 3.698, 'end': 9.5}]","[{'start': 1.4169999999999998, 'end': 3.698}]"
eFqlz_f0fZo,5.752,3.1519999999999997,0.07100000000000062,0.02499999999999991,"[{'start': 1.689, 'end': 7.5120000000000005}]","[{'start': 0.5, 'end': 1.689}, {'start': 7.5120000000000005, 'end': 9.5}]","[{'start': 1.6640000000000001, 'end': 7.441}]","[{'start': 0.5, 'end': 1.6640000000000001}, {'start': 7.441, 'end': 9.5}]"
MVrdEa0sZRg,3.436,5.494,0.0,0.07000000000000073,"[{'start': 3.615, 'end': 4.284}, {'start': 6.733, 'end': 9.5}]","[{'start': 0.5, 'end': 3.615}, {'start': 4.284, 'end': 6.733}]","[{'start': 3.605, 'end': 4.314}, {'start': 6.702999999999999, 'end': 9.5}]","[{'start': 0.5, 'end': 3.605}, {'start': 4.314, 'end': 6.702999999999999}]"
LSPwquBitbU,2.226,6.6530000000000005,0.09699999999999953,0.023999999999999577,"[{'start': 3.0780000000000003, 'end': 4.898}, {'start': 6.898, 'end': 7.401}]","[{'start': 0.5, 'end': 3.0780000000000003}, {'start': 4.898, 'end': 6.898}, {'start': 7.401, 'end': 9.5}]","[{'start': 3.065, 'end': 4.806}, {'start': 6.8870000000000005, 'end': 7.396}]","[{'start': 0.5, 'end': 3.065}, {'start': 4.806, 'end': 6.8870000000000005}, {'start': 7.396, 'end': 9.5}]"
GWW0crROtdg,2.7430000000000008,5.895,0.0,0.3619999999999992,"[{'start': 0.5, 'end': 2.023}, {'start': 5.013999999999999, 'end': 6.234}]","[{'start': 2.023, 'end': 5.013999999999999}, {'start': 6.234, 'end': 9.5}]","[{'start': 0.5, 'end': 2.049}, {'start': 5.008, 'end': 6.564}]","[{'start': 2.049, 'end': 5.008}, {'start': 6.564, 'end': 9.5}]"
MtZ4-X236yw,3.0740000000000003,5.4300000000000015,0.15700000000000003,0.33899999999999864,"[{'start': 3.3560000000000003, 'end': 4.24}, {'start': 5.343, 'end': 6.989}, {'start': 8.799, 'end': 9.5}]","[{'start': 0.5, 'end': 3.3560000000000003}, {'start': 4.24, 'end': 5.343}, {'start': 6.989, 'end': 8.799}]","[{'start': 3.39, 'end': 4.176}, {'start': 5.362, 'end': 6.949}, {'start': 8.46, 'end': 9.5}]","[{'start': 0.5, 'end': 3.39}, {'start': 4.176, 'end': 5.362}, {'start': 6.949, 'end': 8.46}]"
3yShrSi_g2I,5.324,3.5119999999999996,0.040000000000000036,0.12400000000000055,"[{'start': 4.012, 'end': 5.563}, {'start': 5.687, 'end': 9.5}]","[{'start': 0.5, 'end': 4.012}, {'start': 5.563, 'end': 5.687}]","[{'start': 4.052, 'end': 9.5}]","[{'start': 0.5, 'end': 4.052}]"
dAtTDnzYAog,3.6460000000000017,3.196,0.2629999999999981,1.895,"[{'start': 4.421, 'end': 6.627000000000001}, {'start': 7.797000000000001, 'end': 9.5}]","[{'start': 0.5, 'end': 4.421}, {'start': 6.627000000000001, 'end': 7.797000000000001}]","[{'start': 1.294, 'end': 3.189}, {'start': 4.4830000000000005, 'end': 6.502000000000001}, {'start': 7.872999999999998, 'end': 9.5}]","[{'start': 0.5, 'end': 1.294}, {'start': 3.189, 'end': 4.4830000000000005}, {'start': 6.502000000000001, 'end': 7.872999999999998}]"
QzVg5Mo2VZs,8.088000000000001,0.9019999999999999,0.0,0.010000000000000009,"[{'start': 1.412, 'end': 9.5}]","[{'start': 0.5, 'end': 1.412}]","[{'start': 1.402, 'end': 9.5}]","[{'start': 0.5, 'end': 1.402}]"
FGc9Zt1MXng,0.0,9.0,0.0,0.0,[],"[{'start': 0.5, 'end': 9.5}]",[],"[{'start': 0.5, 'end': 9.5}]"
iezPv97ySrY,1.5499999999999998,5.031000000000001,2.2650000000000006,0.15399999999999903,"[{'start': 5.685, 'end': 9.5}]","[{'start': 0.5, 'end': 5.685}]","[{'start': 5.531000000000001, 'end': 7.18}, {'start': 9.445, 'end': 9.5}]","[{'start': 0.5, 'end': 5.531000000000001}, {'start': 7.18, 'end': 9.445}]"
MdCSz2cZQUM,5.8660000000000005,3.1130000000000004,0.0,0.02099999999999902,"[{'start': 0.5, 'end': 5.3}, {'start': 8.434, 'end': 9.5}]","[{'start': 5.3, 'end': 8.434}]","[{'start': 0.5, 'end': 5.3}, {'start': 8.413, 'end': 9.5}]","[{'start': 5.3, 'end': 8.413}]"
ZZ0nFRaH71o,1.0940000000000003,7.906,0.0,0.0,"[{'start': 2.064, 'end': 2.681}, {'start': 8.382, 'end': 8.859}]","[{'start': 0.5, 'end': 2.064}, {'start': 2.681, 'end': 8.382}, {'start': 8.859, 'end': 9.5}]","[{'start': 2.064, 'end': 2.681}, {'start': 8.382, 'end': 8.859}]","[{'start': 0.5, 'end': 2.064}, {'start': 2.681, 'end': 8.382}, {'start': 8.859, 'end': 9.5}]"
JaNVr8rZ-Wc,0.9699999999999998,6.596,1.0020000000000007,0.4319999999999995,"[{'start': 5.763, 'end': 7.735}]","[{'start': 0.5, 'end': 5.763}, {'start': 7.735, 'end': 9.5}]","[{'start': 5.331, 'end': 6.733}]","[{'start': 0.5, 'end': 5.331}, {'start': 6.733, 'end': 9.5}]"
UztmdVutiqE,0.6660000000000004,8.314,0.0,0.019999999999999574,"[{'start': 8.834, 'end': 9.5}]","[{'start': 0.5, 'end': 8.834}]","[{'start': 8.814, 'end': 9.5}]","[{'start': 0.5, 'end': 8.814}]"
tt3PN0HQMNs,2.5510000000000006,5.861,0.5879999999999996,0.0,"[{'start': 0.5, 'end': 2.322}, {'start': 4.33, 'end': 5.647}]","[{'start': 2.322, 'end': 4.33}, {'start': 5.647, 'end': 9.5}]","[{'start': 0.5, 'end': 2.0340000000000003}, {'start': 4.33, 'end': 5.347}]","[{'start': 2.0340000000000003, 'end': 4.33}, {'start': 5.347, 'end': 9.5}]"
ZWwCQMCcJTs,0.665,8.32,0.0019999999999997797,0.013000000000000345,"[{'start': 3.572, 'end': 4.239}]","[{'start': 0.5, 'end': 3.572}, {'start': 4.239, 'end': 9.5}]","[{'start': 3.5589999999999997, 'end': 4.237}]","[{'start': 0.5, 'end': 3.5589999999999997}, {'start': 4.237, 'end': 9.5}]"
8JHp3-PFnU0,0.054999999999999716,8.945,0.0,0.0,"[{'start': 9.445, 'end': 9.5}]","[{'start': 0.5, 'end': 9.445}]","[{'start': 9.445, 'end': 9.5}]","[{'start': 0.5, 'end': 9.445}]"
uSCALDGcV-c,1.31,7.509,0.10399999999999998,0.07700000000000018,"[{'start': 0.512, 'end': 1.926}]","[{'start': 0.5, 'end': 0.512}, {'start': 1.926, 'end': 9.5}]","[{'start': 0.616, 'end': 2.003}]","[{'start': 0.5, 'end': 0.616}, {'start': 2.003, 'end': 9.5}]"
24Qn65Eliz0,4.33,4.67,0.0,0.0,"[{'start': 2.481, 'end': 3.197}, {'start': 5.886, 'end': 9.5}]","[{'start': 0.5, 'end': 2.481}, {'start': 3.197, 'end': 5.886}]","[{'start': 2.481, 'end': 3.197}, {'start': 5.886, 'end': 9.5}]","[{'start': 0.5, 'end': 2.481}, {'start': 3.197, 'end': 5.886}]"
-5AwGn04sAU,5.321000000000001,2.6129999999999995,0.258999999999999,0.006999999999999895,"[{'start': 1.4169999999999998, 'end': 2.541}, {'start': 4.244, 'end': 8.7}]","[{'start': 0.5, 'end': 1.4169999999999998}, {'start': 2.541, 'end': 4.244}]","[{'start': 1.41, 'end': 2.521}, {'start': 4.343999999999999, 'end': 8.561}]","[{'start': 0.5, 'end': 1.41}, {'start': 2.521, 'end': 4.343999999999999}, {'start': 8.561, 'end': 8.7}]"
aQD7sos_QXs,3.538,5.394,0.052999999999999936,0.015000000000000124,"[{'start': 0.5, 'end': 1.541}, {'start': 4.428, 'end': 6.978}]","[{'start': 1.541, 'end': 4.428}, {'start': 6.978, 'end': 9.5}]","[{'start': 0.5, 'end': 1.556}, {'start': 4.468, 'end': 6.965}]","[{'start': 1.556, 'end': 4.468}, {'start': 6.965, 'end': 9.5}]"
UfqZYTJX5-k,1.21,7.79,0.0,0.0,"[{'start': 0.5, 'end': 1.71}]","[{'start': 1.71, 'end': 9.5}]","[{'start': 0.5, 'end': 1.71}]","[{'start': 1.71, 'end': 9.5}]"
OVW2Fuo4NhU,2.5679999999999996,5.821000000000001,0.2109999999999994,0.0,"[{'start': 6.321000000000001, 'end': 9.1}]","[{'start': 0.5, 'end': 6.321000000000001}]","[{'start': 6.532, 'end': 9.1}]","[{'start': 0.5, 'end': 6.532}]"
