,start,duration,sub_start,sub_duration,audio_path,label
125,1014.78,1.68,1015.14,1.0,Bed003/chan1.sph,0
126,1085.31,0.95,1085.3,1.0,Bed003/chan1.sph,0
127,2692.05,0.62,2691.98,1.0,Bed003/chan2.sph,0
128,1911.03,0.4,1910.93,1.0,Bed003/chan4.sph,0
129,3445.76,0.63,3445.44,1.0,Bed003/chan1.sph,0
130,2324.1,0.46,2323.67,1.0,Bed003/chan2.sph,0
131,3482.61,0.83,3482.46,1.0,Bed003/chan3.sph,0
132,3298.1,1.12,3298.2,1.0,Bed003/chan2.sph,0
133,1195.04,1.24,1195.05,1.0,Bed003/chan3.sph,0
134,2974.83,0.97,2974.82,1.0,Bed003/chan4.sph,0
135,2535.09,0.94,2535.07,1.0,Bed003/chan4.sph,0
136,30.07,0.82,29.9,1.0,Bed003/chan1.sph,0
137,302.64,0.93,302.58,1.0,Bed003/chan3.sph,0
138,2016.8,1.77,2017.14,1.0,Bed003/chan4.sph,0
139,353.49,1.15,353.62,1.0,Bed003/chan1.sph,0
140,3132.49,1.26,3132.6,1.0,Bed003/chan4.sph,0
141,2179.14,1.14,2179.21,1.0,Bed003/chan1.sph,0
142,908.01,0.82,908.0,1.0,Bed003/chan4.sph,0
143,2896.54,1.57,2896.98,1.0,Bed003/chan1.sph,0
144,29.04,1.44,29.05,1.0,Bed003/chan2.sph,0
145,398.93,3.13,400.36,1.0,Bed003/chan2.sph,0
146,2447.53,1.73,2448.11,1.0,Bed003/chan1.sph,0
147,2151.03,1.12,2151.06,1.0,Bed003/chan1.sph,0
148,667.34,0.65,667.16,1.0,Bed003/chan3.sph,0
149,2480.53,1.2,2480.56,1.0,Bed003/chan4.sph,0
150,1803.82,0.8,1803.8,1.0,Bed003/chan3.sph,0
151,1244.15,1.54,1244.46,1.0,Bed003/chan3.sph,0
152,763.29,1.59,763.59,1.0,Bed003/chan4.sph,0
153,2088.88,0.94,2088.83,1.0,Bed003/chan3.sph,0
154,1432.44,0.84,1432.35,1.0,Bed003/chan2.sph,0
155,1450.72,1.02,1450.73,1.0,Bed003/chan1.sph,0
156,2665.4,3.21,2665.98,1.0,Bed003/chan2.sph,0
157,1337.78,1.93,1338.13,1.0,Bed003/chan1.sph,0
158,3117.97,2.63,3118.31,1.0,Bed003/chan1.sph,0
159,2602.66,4.02,2604.67,1.0,Bed003/chan2.sph,0
160,370.41,0.57,370.34,1.0,Bed003/chan1.sph,0
161,555.93,3.49,558.41,1.0,Bed003/chan4.sph,0
162,1893.71,1.38,1893.77,1.0,Bed003/chan4.sph,0
163,2881.03,0.97,2881.02,1.0,Bed003/chan3.sph,0
164,2488.81,1.49,2489.08,1.0,Bed003/chan1.sph,0
165,926.49,1.12,926.52,1.0,Bed003/chan3.sph,0
166,909.41,2.21,909.9,1.0,Bed003/chan1.sph,0
167,127.71,1.16,127.87,1.0,Bed003/chan2.sph,0
168,2056.09,2.54,2056.11,1.0,Bed003/chan1.sph,0
169,3324.16,0.77,3323.97,1.0,Bed003/chan3.sph,0
170,3067.89,1.43,3068.14,1.0,Bed003/chan3.sph,0
171,192.84,0.88,192.8,1.0,Bed003/chan2.sph,0
172,968.64,0.58,968.56,1.0,Bed003/chan2.sph,0
173,1276.3,1.14,1276.4,1.0,Bed003/chan3.sph,0
174,1515.42,0.92,1515.35,1.0,Bed003/chan3.sph,0
175,3089.42,0.89,3089.36,1.0,Bed003/chan1.sph,0
176,2341.35,0.75,2341.12,1.0,Bed003/chan2.sph,0
177,2245.21,1.35,2245.33,1.0,Bed003/chan4.sph,0
178,237.97,0.67,237.95,1.0,Bed003/chan4.sph,0
179,2842.27,0.75,2842.17,1.0,Bed003/chan3.sph,0
180,1653.04,0.99,1653.03,1.0,Bed003/chan4.sph,0
181,1469.45,0.69,1469.27,1.0,Bed003/chan3.sph,0
182,105.49,1.28,105.58,1.0,Bed003/chan4.sph,0
183,1160.51,1.18,1160.52,1.0,Bed003/chan2.sph,0
184,3081.67,0.9,3081.6,1.0,Bed003/chan3.sph,0
185,757.45,0.69,757.16,1.0,Bed003/chan1.sph,0
186,2205.35,0.92,2205.31,1.0,Bed003/chan2.sph,0
187,1238.27,1.78,1238.4,1.0,Bed003/chan4.sph,0
188,146.54,1.04,146.54,1.0,Bed003/chan1.sph,0
189,2840.07,0.73,2839.98,1.0,Bed003/chan3.sph,0
190,3432.53,1.51,3432.9,1.0,Bed003/chan4.sph,0
191,1170.06,1.39,1170.26,1.0,Bed003/chan4.sph,0
192,609.57,1.9,609.82,1.0,Bed003/chan1.sph,0
193,694.69,0.87,694.66,1.0,Bed003/chan1.sph,0
194,1846.53,0.73,1846.46,1.0,Bed003/chan3.sph,0
195,472.15,2.46,472.81,1.0,Bed003/chan1.sph,0
196,771.16,0.91,771.07,1.0,Bed003/chan3.sph,0
197,2236.35,1.51,2236.74,1.0,Bed003/chan4.sph,0
198,3486.5,1.42,3486.6,1.0,Bed003/chan3.sph,0
199,3342.39,1.02,3342.4,1.0,Bed003/chan2.sph,0
200,2057.72,0.37,2057.24,1.0,Bed003/chan1.sph,0
201,2004.29,0.87,2004.16,1.0,Bed003/chan1.sph,0
202,223.68,0.9,223.67,1.0,Bed003/chan2.sph,0
203,2658.74,1.13,2658.8,1.0,Bed003/chan2.sph,0
204,3291.66,0.89,3291.62,1.0,Bed003/chan2.sph,0
205,937.12,2.18,937.38,1.0,Bed003/chan2.sph,0
206,252.23,1.9,253.05,1.0,Bed003/chan3.sph,0
207,2115.59,1.33,2115.66,1.0,Bed003/chan4.sph,0
208,769.61,0.78,769.44,1.0,Bed003/chan3.sph,0
209,412.36,0.9,412.3,1.0,Bed003/chan4.sph,0
210,3389.47,1.18,3389.57,1.0,Bed003/chan4.sph,0
211,3207.56,0.41,3207.05,1.0,Bed003/chan4.sph,0
212,390.32,0.65,390.16,1.0,Bed003/chan3.sph,0
213,2114.33,1.67,2114.75,1.0,Bed003/chan3.sph,0
214,444.62,1.18,444.76,1.0,Bed003/chan2.sph,0
215,2333.75,1.35,2333.87,1.0,Bed003/chan1.sph,0
216,2202.22,1.11,2202.29,1.0,Bed003/chan2.sph,0
217,694.2,0.71,694.18,1.0,Bed003/chan2.sph,0
218,1140.5,2.68,1142.05,1.0,Bed003/chan4.sph,0
219,2511.62,2.78,2513.3,1.0,Bed003/chan3.sph,0
220,537.01,1.19,537.05,1.0,Bed003/chan4.sph,0
221,1678.02,1.19,1678.06,1.0,Bed003/chan3.sph,0
222,2177.89,1.61,2178.01,1.0,Bed003/chan1.sph,0
223,2080.15,0.74,2080.01,1.0,Bed003/chan2.sph,0
224,1003.85,1.44,1004.28,1.0,Bed003/chan4.sph,0
225,2426.51,1.55,2426.62,1.0,Bed003/chan1.sph,0
226,3258.82,1.14,3258.89,1.0,Bed003/chan4.sph,0
227,2974.03,0.66,2973.97,1.0,Bed003/chan4.sph,0
228,1147.21,1.31,1147.33,1.0,Bed003/chan2.sph,0
229,1874.25,1.61,1874.57,1.0,Bed003/chan3.sph,0
230,2066.46,0.64,2066.24,1.0,Bed003/chan2.sph,0
231,794.11,0.95,794.09,1.0,Bed003/chan1.sph,0
232,2309.5,0.95,2309.45,1.0,Bed003/chan2.sph,0
233,2118.0,0.86,2117.99,1.0,Bed003/chan1.sph,0
234,3316.02,0.57,3315.93,1.0,Bed003/chan2.sph,0
235,2625.75,1.41,2625.82,1.0,Bed003/chan3.sph,0
236,3441.25,1.9,3442.14,1.0,Bed003/chan2.sph,0
237,876.7,0.92,876.65,1.0,Bed003/chan4.sph,0
238,3204.06,1.62,3204.45,1.0,Bed003/chan1.sph,0
239,3464.72,1.31,3464.76,1.0,Bed003/chan2.sph,0
240,3149.14,0.98,3149.13,1.0,Bed003/chan4.sph,0
241,1269.57,0.84,1269.45,1.0,Bed003/chan4.sph,0
242,237.59,0.83,237.55,1.0,Bed003/chan4.sph,0
243,1372.93,1.16,1372.97,1.0,Bed003/chan1.sph,0
244,181.04,0.8,181.02,1.0,Bed003/chan3.sph,0
245,2910.37,0.41,2910.32,1.0,Bed003/chan3.sph,0
246,528.26,0.83,528.12,1.0,Bed003/chan2.sph,0
247,1693.96,0.63,1693.66,1.0,Bed003/chan3.sph,0
248,3120.45,0.99,3120.45,1.0,Bed003/chan1.sph,0
249,2073.8,0.71,2073.72,1.0,Bed003/chan3.sph,0
250,1443.3,0.56,1443.13,1.0,Bed003/chan3.sph,0
251,1680.61,1.51,1680.71,1.0,Bed003/chan1.sph,0
252,1183.33,0.68,1183.29,1.0,Bed003/chan2.sph,0
253,2122.46,0.43,2122.07,1.0,Bed003/chan2.sph,0
254,2379.76,0.8,2379.57,1.0,Bed003/chan1.sph,0
255,381.7,0.54,381.37,1.0,Bed003/chan4.sph,0
256,2343.18,1.33,2343.46,1.0,Bed003/chan4.sph,0
257,1444.73,1.24,1444.76,1.0,Bed003/chan4.sph,0
258,2721.34,0.64,2721.1,1.0,Bed003/chan1.sph,0
259,530.72,0.96,530.71,1.0,Bed003/chan1.sph,0
260,1790.4,1.76,1791.1,1.0,Bed003/chan2.sph,0
261,1361.64,0.84,1361.61,1.0,Bed003/chan4.sph,0
262,2824.56,1.23,2824.61,1.0,Bed003/chan4.sph,0
263,1329.41,0.38,1329.16,1.0,Bed003/chan1.sph,0
264,1990.38,0.39,1990.02,1.0,Bed003/chan2.sph,0
265,2964.52,1.13,2964.53,1.0,Bed003/chan2.sph,0
266,2243.26,1.4,2243.61,1.0,Bed003/chan1.sph,0
267,479.05,1.97,479.74,1.0,Bed003/chan2.sph,0
268,1898.66,1.2,1898.81,1.0,Bed003/chan4.sph,0
269,3470.65,3.35,3472.8,1.0,Bed003/chan3.sph,0
270,41.22,1.09,41.29,1.0,Bed003/chan4.sph,0
271,2802.5,0.82,2802.48,1.0,Bed003/chan1.sph,0
272,645.39,1.63,645.78,1.0,Bed003/chan3.sph,0
273,2873.89,1.29,2874.02,1.0,Bed003/chan1.sph,0
274,952.46,0.62,952.1,1.0,Bed003/chan3.sph,0
275,532.34,0.73,532.12,1.0,Bed004/chan1.sph,0
276,1483.97,1.27,1484.03,1.0,Bed004/chan3.sph,0
277,303.8,1.29,303.83,1.0,Bed004/chan3.sph,0
278,3166.21,1.89,3166.66,1.0,Bed004/chan2.sph,0
279,1068.67,1.26,1068.92,1.0,Bed004/chan4.sph,0
280,3188.05,0.67,3187.88,1.0,Bed004/chan1.sph,0
281,2152.73,2.11,2152.95,1.0,Bed004/chan3.sph,0
282,2475.53,1.6,2476.11,1.0,Bed004/chan1.sph,0
283,1095.74,0.87,1095.63,1.0,Bed004/chan3.sph,0
284,91.64,1.77,92.41,1.0,Bed004/chan1.sph,0
285,3187.29,1.3,3187.44,1.0,Bed004/chan2.sph,0
286,1457.04,0.81,1456.91,1.0,Bed004/chan3.sph,0
287,1887.18,1.09,1887.21,1.0,Bed004/chan2.sph,0
288,3157.78,1.08,3157.84,1.0,Bed004/chan3.sph,0
289,3243.82,1.16,3243.84,1.0,Bed004/chan2.sph,0
290,2365.88,0.92,2365.83,1.0,Bed004/chan1.sph,0
291,2071.4,0.91,2071.37,1.0,Bed004/chan3.sph,0
292,605.38,2.43,605.52,1.0,Bed004/chan3.sph,0
293,2960.43,1.6,2960.71,1.0,Bed004/chan1.sph,0
294,2429.09,1.12,2429.2,1.0,Bed004/chan1.sph,0
295,190.43,2.52,191.66,1.0,Bed004/chan2.sph,0
296,918.11,1.76,918.51,1.0,Bed004/chan1.sph,0
297,1977.61,1.04,1977.64,1.0,Bed004/chan2.sph,0
298,148.26,1.38,148.41,1.0,Bed004/chan1.sph,0
299,2297.55,0.85,2297.52,1.0,Bed004/chan2.sph,0
300,1760.55,0.76,1760.31,1.0,Bed004/chan3.sph,0
301,718.93,1.61,719.41,1.0,Bed004/chan3.sph,0
302,1337.21,1.59,1337.42,1.0,Bed004/chan4.sph,0
303,1563.55,0.73,1563.3,1.0,Bed004/chan4.sph,0
304,2881.0,0.78,2880.97,1.0,Bed004/chan2.sph,0
305,260.41,2.24,260.53,1.0,Bed004/chan2.sph,0
306,2721.39,2.27,2721.85,1.0,Bed005/chan1.sph,0
307,1130.13,1.11,1130.2,1.0,Bed005/chan5.sph,0
308,2104.54,1.84,2105.26,1.0,Bed005/chan3.sph,0
309,1269.96,1.4,1270.14,1.0,Bed005/chan4.sph,0
310,1170.48,1.62,1170.98,1.0,Bed005/chan1.sph,0
311,83.34,1.16,83.38,1.0,Bed005/chan1.sph,0
312,1424.03,2.33,1425.01,1.0,Bed005/chan4.sph,0
313,529.5,1.43,529.74,1.0,Bed005/chan1.sph,0
314,3746.87,1.61,3747.2,1.0,Bed005/chan0.sph,0
315,2181.88,0.76,2181.68,1.0,Bed005/chan3.sph,0
316,3072.99,1.97,3073.67,1.0,Bed005/chan2.sph,0
317,3413.38,1.05,3413.39,1.0,Bed005/chan3.sph,0
318,2883.96,1.16,2884.07,1.0,Bed005/chan1.sph,0
319,3316.2,0.81,3316.14,1.0,Bed005/chan0.sph,0
320,618.34,1.12,618.37,1.0,Bed005/chan0.sph,0
321,738.33,0.8,738.14,1.0,Bed005/chan2.sph,0
322,656.12,1.44,656.25,1.0,Bed005/chan2.sph,0
323,1395.23,0.69,1394.92,1.0,Bed005/chan2.sph,0
324,2470.73,1.32,2470.85,1.0,Bed005/chan0.sph,0
325,1557.97,0.75,1557.75,1.0,Bed005/chan1.sph,0
326,806.4,2.77,806.58,1.0,Bed005/chan2.sph,0
327,2870.34,0.67,2870.06,1.0,Bed005/chan4.sph,0
328,1309.55,1.92,1310.15,1.0,Bed005/chan3.sph,0
329,3298.63,2.12,3298.86,1.0,Bed005/chan0.sph,0
330,3254.62,1.99,3254.99,1.0,Bed005/chan1.sph,0
331,2352.42,0.73,2352.41,1.0,Bed005/chan5.sph,0
332,191.38,1.42,191.72,1.0,Bed005/chan2.sph,0
333,3228.18,4.81,3231.26,1.0,Bed005/chan2.sph,0
334,122.2,3.45,122.38,1.0,Bed005/chan0.sph,0
335,3535.2,1.0,3535.2,1.0,Bed005/chan0.sph,0
336,547.12,0.96,547.09,1.0,Bed005/chan2.sph,0
337,3235.44,1.77,3235.73,1.0,Bed005/chan0.sph,0
338,423.96,0.97,423.95,1.0,Bed005/chan0.sph,0
339,1283.25,0.75,1283.01,1.0,Bed005/chan1.sph,0
340,2574.65,0.82,2574.52,1.0,Bed005/chan3.sph,0
341,3289.96,2.02,3290.91,1.0,Bed005/chan3.sph,0
342,1552.41,0.87,1552.36,1.0,Bed005/chan4.sph,0
343,2017.71,1.18,2017.77,1.0,Bed005/chan2.sph,0
344,2984.67,1.27,2984.74,1.0,Bed005/chan0.sph,0
345,1858.71,0.84,1858.63,1.0,Bed005/chan5.sph,0
346,1028.6,1.69,1028.78,1.0,Bed005/chan2.sph,0
347,1990.2,1.32,1990.49,1.0,Bed005/chan3.sph,0
348,327.18,1.68,327.82,1.0,Bed005/chan1.sph,0
349,52.64,2.28,53.78,1.0,Bed005/chan5.sph,0
350,2508.96,1.99,2509.34,1.0,Bed005/chan2.sph,0
351,1725.63,1.92,1725.82,1.0,Bed005/chan0.sph,0
352,3775.49,0.67,3775.27,1.0,Bed005/chan1.sph,0
353,1906.59,1.11,1906.67,1.0,Bed005/chan2.sph,0
354,3306.39,1.08,3306.46,1.0,Bed005/chan3.sph,0
355,308.93,2.32,309.91,1.0,Bed005/chan3.sph,0
356,1182.25,0.75,1182.12,1.0,Bed005/chan3.sph,0
357,458.54,0.92,458.47,1.0,Bed005/chan3.sph,0
358,650.21,0.88,650.18,1.0,Bed005/chan1.sph,0
359,992.15,1.01,992.16,1.0,Bed005/chan0.sph,0
360,1433.02,1.03,1433.02,1.0,Bed005/chan2.sph,0
361,3420.29,1.93,3421.06,1.0,Bed005/chan3.sph,0
362,1467.44,1.34,1467.59,1.0,Bed005/chan0.sph,0
363,1447.03,1.31,1447.25,1.0,Bed005/chan2.sph,0
364,3451.44,1.02,3451.45,1.0,Bed005/chan2.sph,0
365,424.05,1.08,424.06,1.0,Bed006/chan0.sph,0
366,3205.45,0.57,3205.07,1.0,Bed006/chan0.sph,0
367,3541.06,1.5,3541.56,1.0,Bed006/chan2.sph,0
368,2030.47,0.94,2030.43,1.0,Bed006/chanA.sph,0
369,2253.7,0.46,2253.39,1.0,Bed006/chan3.sph,0
370,3116.7,1.83,3117.29,1.0,Bed006/chan5.sph,0
371,301.83,0.77,301.72,1.0,Bed006/chan3.sph,0
372,968.06,2.05,968.87,1.0,Bed006/chanA.sph,0
373,793.88,0.75,793.67,1.0,Bed006/chan4.sph,0
374,3339.48,1.88,3339.55,1.0,Bed006/chan4.sph,0
375,3642.59,0.7,3642.58,1.0,Bed006/chan2.sph,0
376,1692.27,0.59,1691.97,1.0,Bed006/chan0.sph,0
377,1185.22,1.97,1186.08,1.0,Bed006/chan2.sph,0
378,2224.92,1.42,2225.05,1.0,Bed006/chanA.sph,0
379,246.08,0.74,245.94,1.0,Bed006/chan4.sph,0
380,703.2,1.67,703.87,1.0,Bed006/chan5.sph,0
381,3701.84,0.97,3701.82,1.0,Bed006/chan5.sph,0
382,1472.63,2.77,1473.46,1.0,Bed006/chan0.sph,0
383,612.43,1.21,612.5,1.0,Bed006/chan2.sph,0
384,2532.08,2.52,2533.05,1.0,Bed006/chan4.sph,0
385,1080.43,3.6,1080.57,1.0,Bed006/chan3.sph,0
386,956.44,0.74,956.42,1.0,Bed006/chan5.sph,0
387,1370.7,2.11,1371.05,1.0,Bed006/chan4.sph,0
388,3217.41,1.2,3217.53,1.0,Bed006/chan5.sph,0
389,2592.13,1.19,2592.23,1.0,Bed006/chanA.sph,0
390,7.55,2.11,8.46,1.0,Bed006/chan0.sph,0
391,1426.7,1.32,1426.82,1.0,Bed006/chan2.sph,0
392,2263.41,0.98,2263.4,1.0,Bed006/chan3.sph,0
393,2491.05,2.51,2491.84,1.0,Bed006/chan1.sph,0
394,2426.04,3.11,2426.62,1.0,Bed006/chan3.sph,0
395,2289.5,1.24,2289.69,1.0,Bed006/chan5.sph,0
396,503.29,0.82,503.27,1.0,Bed006/chan1.sph,0
397,3093.02,0.62,3092.99,1.0,Bed006/chan2.sph,0
398,2385.2,0.89,2385.16,1.0,Bed006/chan0.sph,0
399,291.17,1.1,291.2,1.0,Bed006/chan0.sph,0
400,2832.13,1.42,2832.49,1.0,Bed006/chan0.sph,0
401,3103.77,1.02,3103.79,1.0,Bed006/chan5.sph,0
402,95.49,1.43,95.76,1.0,Bed006/chan1.sph,0
403,2456.59,0.58,2456.36,1.0,Bed006/chan3.sph,0
404,783.51,1.06,783.56,1.0,Bed006/chan5.sph,0
405,2125.85,0.7,2125.77,1.0,Bed006/chan5.sph,0
406,1523.6,1.74,1523.89,1.0,Bed006/chanA.sph,0
407,1068.94,1.56,1068.98,1.0,Bed006/chan3.sph,0
408,1411.5,1.08,1411.54,1.0,Bed006/chan0.sph,0
409,2127.27,0.89,2127.23,1.0,Bed006/chan2.sph,0
410,3300.02,1.35,3300.17,1.0,Bed006/chan2.sph,0
411,2191.25,0.94,2191.2,1.0,Bed006/chan2.sph,0
412,748.92,0.76,748.87,1.0,Bed006/chan2.sph,0
413,584.53,0.81,584.48,1.0,Bed006/chan3.sph,0
414,2427.24,1.56,2427.52,1.0,Bed006/chan2.sph,0
415,2160.83,1.53,2160.91,1.0,Bed006/chan5.sph,0
